x,y,nx,ny,pressure,cp,cf,rho,u,v,mach,tag,wall_distance
0.988827812,-0.002816809835,0.137085619,-0.9905592022,3.23824693e+01,1.27287509e+00,0.00000000e+00,1.02545750e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,bc-4,0.0001
0.8310529174,-0.02272730416,0.1141691991,-0.9934613198,3.22367406e+01,9.81417722e-01,0.00000000e+00,1.01962835e+00,1.36316828e-01,0.00000000e+00,2.04475243e-02,bc-4,0.0001
0.5440662458,-0.04995576197,0.07193506473,-0.9974093174,3.16256166e+01,-2.40830252e-01,0.00000000e+00,9.95183395e-01,1.11392560e+00,0.00000000e+00,1.67088841e-01,bc-4,0.0001
0.8688042319,0.01829197834,0.119232838,0.9928663205,3.22878170e+01,1.08357057e+00,0.00000000e+00,1.02167141e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,bc-4,0.0001
0.5616158634,0.04866041223,0.07520743325,0.9971679106,3.16663702e+01,-1.59323150e-01,0.00000000e+00,9.96813537e-01,1.07671870e+00,0.00000000e+00,1.61507804e-01,bc-4,0.0001
0.9126453628,-0.01289097994,0.125370896,-0.9921099427,3.23344611e+01,1.17685867e+00,0.00000000e+00,1.02353717e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,bc-4,0.0001
0.000311468869,-0.003120332835,-0.9928801989,-0.1191172139,3.22456112e+01,9.99158974e-01,0.00000000e+00,1.01998318e+00,2.90004472e-02,0.00000000e+00,4.35006707e-03,bc-4,0.0001
0.7135282194,-0.0353102333,0.0986722117,-0.9951199901,3.20204257e+01,5.48787825e-01,0.00000000e+00,1.01097576e+00,6.71723287e-01,0.00000000e+00,1.00758493e-01,bc-4,0.0001
0.4735382729,0.0545315174,0.05694249562,0.9983774598,3.14753139e+01,-5.41435728e-01,0.00000000e+00,9.89171285e-01,1.24154570e+00,0.00000000e+00,1.86231855e-01,bc-4,0.0001
0.1689470826,0.05520030501,-0.08314819418,0.9965371934,3.15408486e+01,-4.10366318e-01,0.00000000e+00,9.91792674e-01,1.18758845e+00,0.00000000e+00,1.78138267e-01,bc-4,0.0001
0.3025605068,-0.06001559201,0.001144367296,-0.9999993452,3.13139967e+01,-8.64070034e-01,0.00000000e+00,9.82718599e-01,1.36530950e+00,0.00000000e+00,2.04796425e-01,bc-4,0.0001
0.2551121299,0.05953407878,-0.02247002218,0.9997475172,3.13519914e+01,-7.88080650e-01,0.00000000e+00,9.84238387e-01,1.33719133e+00,0.00000000e+00,2.00578699e-01,bc-4,0.0001
0.9691719818,0.005504655962,0.133906391,0.9909939851,3.23740710e+01,1.25607860e+00,0.00000000e+00,1.02512157e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,bc-4,0.0001
0.002800891996,-0.009214385446,-0.862222961,-0.5065289386,3.22396400e+01,9.87216504e-01,0.00000000e+00,1.01974433e+00,1.13064123e-01,0.00000000e+00,1.69596184e-02,bc-4,0.0001
0.5440662458,0.04995576197,0.07193506473,0.9974093174,3.16256166e+01,-2.40830252e-01,0.00000000e+00,9.95183395e-01,1.11392560e+00,0.00000000e+00,1.67088841e-01,bc-4,0.0001
0.7895926291,0.02737672126,0.1087303161,0.9940712843,3.21696390e+01,8.47214599e-01,0.00000000e+00,1.01694429e+00,3.90877731e-01,0.00000000e+00,5.86316597e-02,bc-4,0.0001
0.9848139415,-0.003370931312,0.13642638,-0.9906502122,3.23809762e+01,1.26988883e+00,0.00000000e+00,1.02539778e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,bc-4,0.0001
0.9922326639,-0.002344621624,0.1376490092,-0.9904810701,3.23836473e+01,1.27523104e+00,0.00000000e+00,1.02550462e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,bc-4,0.0001
0.9223529979,-0.01165729127,0.1267804838,-0.9919307985,3.23429101e+01,1.19375666e+00,0.00000000e+00,1.02387513e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,bc-4,0.0001
0.06846556623,-0.04050050781,-0.2324280001,-0.9726136051,3.19474696e+01,4.02875769e-01,0.00000000e+00,1.00805752e+00,7.72738138e-01,0.00000000e+00,1.15910721e-01,bc-4,0.0001
0.630829628,0.04302345535,0.08677956535,0.9962275378,3.18313061e+01,1.70548776e-01,0.00000000e+00,1.00341098e+00,9.10742128e-01,0.00000000e+00,1.36611319e-01,bc-4,0.0001
0.01980394683,0.02349041751,-0.4846534423,0.8747062598,3.21754666e+01,8.58869659e-01,0.00000000e+00,1.01717739e+00,3.75673184e-01,0.00000000e+00,5.63509776e-02,bc-4,0.0001
0.09757637697,0.04641357864,-0.1708929718,0.9852895981,3.18133153e+01,1.34567155e-01,0.00000000e+00,1.00269134e+00,9.30286432e-01,0.00000000e+00,1.39542965e-01,bc-4,0.0001
0.9691719818,-0.005504655962,0.133906391,-0.9909939851,3.23740710e+01,1.25607860e+00,0.00000000e+00,1.02512157e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,bc-4,0.0001
0.1195106061,0.04981419216,-0.1375136622,0.9904998701,3.17196858e+01,-5.26918360e-02,0.00000000e+00,9.98946163e-01,1.02600772e+00,0.00000000e+00,1.53901158e-01,bc-4,0.0001
0.9315344338,0.01047747817,0.1281334179,0.9917569396,3.23502713e+01,1.20847905e+00,0.00000000e+00,1.02416958e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,bc-4,0.0001
0.4735382729,-0.0545315174,0.05694249562,-0.9983774598,3.14753139e+01,-5.41435728e-01,0.00000000e+00,9.89171285e-01,1.24154570e+00,0.00000000e+00,1.86231855e-01,bc-4,0.0001
0.8804893939,0.01687920053,0.120836641,0.9926724063,3.23015994e+01,1.11113526e+00,0.00000000e+00,1.02222271e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,bc-4,0.0001
0.03722046671,-0.03127040468,-0.3494331329,-0.9369613042,3.20964237e+01,7.00784004e-01,0.00000000e+00,1.01401568e+00,5.47006395e-01,0.00000000e+00,8.20509592e-02,bc-4,0.0001
0.05172637816,0.03606336269,-0.2844178667,0.9587004105,3.20274220e+01,5.62780596e-01,0.00000000e+00,1.01125561e+00,6.61225683e-01,0.00000000e+00,9.91838525e-02,bc-4,0.0001
0.4383841366,-0.05638520399,0.04811204448,-0.998841945,3.14131669e+01,-6.65729686e-01,0.00000000e+00,9.86685406e-01,1.29063151e+00,0.00000000e+00,1.93594726e-01,bc-4,0.0001
0.08735463715,-0.04454708348,-0.1896482595,-0.9818520956,3.18593588e+01,2.26654116e-01,0.00000000e+00,1.00453308e+00,8.79400866e-01,0.00000000e+00,1.31910130e-01,bc-4,0.0001
0.369170372,0.05902768116,0.02720612287,0.9996298449,3.13293844e+01,-8.33294601e-01,0.00000000e+00,9.83334108e-01,1.35399210e+00,0.00000000e+00,2.03098815e-01,bc-4,0.0001
0.4911757597,-0.05348856058,0.06100318361,-0.9981375715,3.15102157e+01,-4.71632150e-01,0.00000000e+00,9.90567357e-01,1.21310847e+00,0.00000000e+00,1.81966270e-01,bc-4,0.0001
0.08735463715,0.04454708348,-0.1896482595,0.9818520956,3.18593588e+01,2.26654116e-01,0.00000000e+00,1.00453308e+00,8.79400866e-01,0.00000000e+00,1.31910130e-01,bc-4,0.0001
0.6645444366,0.0399993333,0.09181840342,0.9957757683,3.19106540e+01,3.29244502e-01,0.00000000e+00,1.00658489e+00,8.18996641e-01,0.00000000e+00,1.22849496e-01,bc-4,0.0001
0.2864717806,-0.05997616808,-0.006305742989,-0.9999801186,3.13219502e+01,-8.48163178e-01,0.00000000e+00,9.83036736e-01,1.35947165e+00,0.00000000e+00,2.03920748e-01,bc-4,0.0001
0.8037969602,0.02580966008,0.110586571,0.9938664952,3.21938703e+01,8.95677060e-01,0.00000000e+00,1.01791354e+00,3.22990619e-01,0.00000000e+00,4.84485928e-02,bc-4,0.0001
0.8566595857,-0.01974014791,0.1175863109,-0.9930626664,3.22724671e+01,1.05287080e+00,0.00000000e+00,1.02105742e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,bc-4,0.0001
0.7135282194,0.0353102333,0.0986722117,0.9951199901,3.20204257e+01,5.48787825e-01,0.00000000e+00,1.01097576e+00,6.71723287e-01,0.00000000e+00,1.00758493e-01,bc-4,0.0001
0,-0,-0.9950549949,-0.09932551118,3.22460317e+01,1.00000000e+00,0.00000000e+00,1.02000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,bc-4,0.0001
0.9315344338,-0.01047747817,0.1281334179,-0.9917569396,3.23502713e+01,1.20847905e+00,0.00000000e+00,1.02416958e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,bc-4,0.0001
0.9996885311,0.00130369377,0.1388963983,0.9903069173,3.23859442e+01,1.27982491e+00,0.00000000e+00,1.02559650e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,bc-4,0.0001
0.3522209105,0.059439809,0.0212150082,0.9997749364,3.13186263e+01,-8.54810799e-01,0.00000000e+00,9.82903784e-01,1.36191439e+00,0.00000000e+00,2.04287158e-01,bc-4,0.0001
1,-0.00126,0.1389226525,-0.9903032347,3.23860317e+01,1.28000000e+00,0.00000000e+00,1.02560000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,bc-4,0.0001
0.3862828309,0.05851182277,0.03287574151,0.9994594467,3.13444743e+01,-8.03114924e-01,0.00000000e+00,9.83937702e-01,1.34280115e+00,0.00000000e+00,2.01420172e-01,bc-4,0.0001
0.09757637697,-0.04641357864,-0.1708929718,-0.9852895981,3.18133153e+01,1.34567155e-01,0.00000000e+00,1.00269134e+00,9.30286432e-01,0.00000000e+00,1.39542965e-01,bc-4,0.0001
0.902423623,0.01417496931,0.1239082794,0.9922936754,3.23248254e+01,1.15758723e+00,0.00000000e+00,1.02315174e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,bc-4,0.0001
0.011172188,-0.01795843146,-0.6121417689,-0.790748035,3.22108705e+01,9.29677550e-01,0.00000000e+00,1.01859355e+00,2.65183805e-01,0.00000000e+00,3.97775707e-02,bc-4,0.0001
0.3188952181,0.0599372817,0.008201800803,0.9999663647,3.13108195e+01,-8.70424455e-01,0.00000000e+00,9.82591511e-01,1.36763462e+00,0.00000000e+00,2.05145193e-01,bc-4,0.0001
0.1559294139,0.05403691302,-0.09546590012,0.9954327008,3.15831976e+01,-3.25668216e-01,0.00000000e+00,9.93486636e-01,1.15137666e+00,0.00000000e+00,1.72706499e-01,bc-4,0.0001
0.988827812,0.002816809835,0.137085619,0.9905592022,3.23824693e+01,1.27287509e+00,0.00000000e+00,1.02545750e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,bc-4,0.0001
0.7601197243,0.03054269148,0.1048751384,0.9944853973,3.21154943e+01,7.38925057e-01,0.00000000e+00,1.01477850e+00,5.10954933e-01,0.00000000e+00,7.66432399e-02,bc-4,0.0001
0.9482736218,-0.008293327731,0.130653526,-0.9914280893,3.23621183e+01,1.23217304e+00,0.00000000e+00,1.02464346e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,bc-4,0.0001
0.02502009963,0.02615679378,-0.4332403271,0.9012784359,3.21525574e+01,8.13051216e-01,0.00000000e+00,1.01626102e+00,4.32375744e-01,0.00000000e+00,6.48563616e-02,bc-4,0.0001
0.369170372,-0.05902768116,0.02720612287,-0.9996298449,3.13293844e+01,-8.33294601e-01,0.00000000e+00,9.83334108e-01,1.35399210e+00,0.00000000e+00,2.03098815e-01,bc-4,0.0001
0.9848139415,0.003370931312,0.13642638,0.9906502122,3.23809762e+01,1.26988883e+00,0.00000000e+00,1.02539778e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,bc-4,0.0001
0.9401782314,-0.009355028624,0.1294257985,-0.9915891098,3.23566423e+01,1.22122107e+00,0.00000000e+00,1.02442442e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,bc-4,0.0001
0.1433404143,0.05275003445,-0.1085725157,0.9940885317,3.16274637e+01,-2.37135995e-01,0.00000000e+00,9.95257280e-01,1.11226615e+00,0.00000000e+00,1.66839923e-01,bc-4,0.0001
0.1689470826,-0.05520030501,-0.08314819418,-0.9965371934,3.15408486e+01,-4.10366318e-01,0.00000000e+00,9.91792674e-01,1.18758845e+00,0.00000000e+00,1.78138267e-01,bc-4,0.0001
0.1311957681,0.05134165725,-0.1225540045,0.9924618461,3.16731348e+01,-1.45793796e-01,0.00000000e+00,9.97084124e-01,1.07041758e+00,0.00000000e+00,1.60562637e-01,bc-4,0.0001
